1701147187, 1, 31
1701147189, 1, 31
1701147191, 1, 31
1701147193, 1, 31
1701147195, 1, 31
1701147197, 4, 31
1701147199, 4, 31
1701147201, 4, 31
1701147203, 3, 31
1701147205, 3, 31
1701147207, 0, 31
1701147209, 1, 31
1701147211, 1, 31
1701147213, 2, 31
1701147215, 1, 31
1701147217, 2, 31
1701147219, 10, 31
1701147221, 10, 31
1701147223, 6, 31
1701147225, 6, 31
1701147227, 5, 31
1701147230, 0, 31
1701147232, 0, 31
1701147234, 6, 31
1701147236, 5, 31
1701147238, 4, 31
1701147240, 6, 31
1701147242, 5, 31
1701147244, 0, 31
1701147246, 11, 31
1701147248, 10, 31
1701147250, 7, 31
1701147252, 6, 31
1701147254, 6, 31
1701147256, 2, 31
1701147258, 11, 31
1701147260, 10, 31
1701147262, 0, 0
1701147264, 0, 0
1701147266, 0, 0
1701147268, 0, 0
1701147270, 0, 0
1701147272, 0, 0
1701147274, 0, 0
1701147276, 0, 0
1701147278, 0, 0
1701147280, 0, 0
1701147282, 0, 0
1701147285, 0, 0
1701147287, 0, 0
1701147289, 0, 0
